step_idx,timestamp,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,dvl_vel_x,dvl_vel_y,dvl_vel_z,dvl_alt,imu_orient_x,imu_orient_y,imu_orient_z,imu_orient_w,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_accel_x,imu_accel_y,imu_accel_z
143,114.403,47.868,40.012,13.604,-0.016,0.020,0.269,0.963,0.000,0.000,0.000,-1.000,-0.016,0.020,0.269,0.963,0.000,-0.001,-0.001,0.469,0.202,-9.792
144,115.171,48.299,40.275,13.623,-0.016,0.020,0.269,0.963,0.000,0.000,0.000,-1.000,-0.016,0.020,0.269,0.963,0.000,0.001,-0.001,0.471,0.202,-9.793
145,115.874,48.677,40.505,13.640,-0.016,0.020,0.268,0.963,0.000,0.000,0.000,-1.000,-0.016,0.020,0.268,0.963,0.000,-0.000,-0.001,0.473,0.202,-9.794
146,116.642,49.090,40.756,13.661,-0.016,0.020,0.268,0.963,0.000,0.000,0.000,-1.000,-0.016,0.020,0.268,0.963,0.000,-0.000,-0.001,0.469,0.202,-9.795
147,117.343,49.467,40.984,13.681,-0.016,0.020,0.268,0.963,0.000,0.000,0.000,-1.000,-0.016,0.020,0.268,0.963,0.000,0.000,-0.001,0.468,0.202,-9.795
148,118.446,50.059,41.342,13.714,-0.016,0.020,0.267,0.963,0.000,0.000,0.000,-1.000,-0.016,0.020,0.267,0.963,0.000,-0.000,-0.001,0.469,0.202,-9.796
149,119.215,50.472,41.591,13.738,-0.016,0.020,0.266,0.964,0.000,0.000,0.000,-1.000,-0.016,0.020,0.266,0.964,0.000,-0.000,-0.001,0.468,0.202,-9.796
150,119.917,50.849,41.818,13.761,-0.016,0.020,0.266,0.964,0.000,0.000,0.000,-1.000,-0.016,0.020,0.266,0.964,0.000,0.000,-0.001,0.468,0.202,-9.796
151,120.719,51.280,42.077,13.787,-0.016,0.020,0.265,0.964,0.000,0.000,0.000,-1.000,-0.016,0.020,0.265,0.964,0.000,0.000,-0.001,0.469,0.202,-9.796
152,121.421,51.657,42.303,13.809,-0.016,0.020,0.265,0.964,0.000,0.000,0.000,-1.000,-0.016,0.020,0.265,0.964,0.000,-0.000,-0.001,0.468,0.202,-9.796
153,122.189,52.071,42.550,13.835,-0.016,0.020,0.264,0.964,0.000,0.000,0.000,-1.000,-0.016,0.020,0.264,0.964,0.000,0.000,-0.001,0.468,0.202,-9.796
154,122.891,52.449,42.775,13.858,-0.016,0.020,0.264,0.964,0.000,0.000,0.000,-1.000,-0.016,0.020,0.264,0.964,0.000,0.000,-0.001,0.469,0.202,-9.796
155,123.660,52.863,43.022,13.884,-0.016,0.020,0.263,0.964,0.000,0.000,0.000,-1.000,-0.016,0.020,0.263,0.964,0.000,0.000,-0.001,0.469,0.202,-9.797
156,124.361,53.242,43.247,13.907,-0.016,0.020,0.263,0.964,0.000,0.000,0.000,-1.000,-0.016,0.020,0.263,0.964,0.000,0.000,-0.001,0.469,0.202,-9.797
157,125.465,53.838,43.599,13.944,-0.016,0.020,0.262,0.965,0.000,0.000,0.000,-1.000,-0.016,0.020,0.262,0.965,0.000,0.000,-0.001,0.469,0.202,-9.797
158,126.233,54.253,43.844,13.970,-0.016,0.020,0.262,0.965,0.000,0.000,0.000,-1.000,-0.016,0.020,0.262,0.965,0.000,0.000,-0.001,0.469,0.202,-9.797
159,126.968,54.651,44.079,13.995,-0.016,0.020,0.261,0.965,0.000,0.000,0.000,-1.000,-0.016,0.020,0.261,0.965,0.000,0.000,-0.001,0.470,0.202,-9.797
160,127.737,55.068,44.323,14.021,-0.016,0.020,0.261,0.965,0.000,0.000,0.000,-1.000,-0.016,0.020,0.261,0.965,0.000,0.000,-0.001,0.470,0.202,-9.797
161,128.438,55.466,44.557,14.046,-0.016,0.020,0.260,0.965,0.000,0.000,0.000,-1.000,-0.016,0.020,0.260,0.965,0.000,0.000,-0.001,0.470,0.202,-9.797
162,129.207,55.884,44.801,14.072,-0.016,0.020,0.260,0.965,0.000,0.000,0.000,-1.000,-0.016,0.020,0.260,0.965,0.000,0.000,-0.001,0.470,0.202,-9.797
163,129.909,56.265,45.023,14.096,-0.016,0.020,0.259,0.965,0.000,0.000,0.000,-1.000,-0.016,0.020,0.259,0.965,0.000,0.000,-0.001,0.471,0.202,-9.797
164,130.678,56.683,45.266,14.122,-0.016,0.020,0.259,0.966,0.000,0.000,0.000,-1.000,-0.016,0.020,0.259,0.966,0.000,0.000,-0.001,0.471,0.202,-9.797
165,131.413,57.083,45.498,14.147,-0.016,0.021,0.258,0.966,0.000,0.000,0.000,-1.000,-0.016,0.021,0.258,0.966,0.000,0.000,-0.001,0.471,0.202,-9.797
166,132.185,57.502,45.741,14.173,-0.016,0.021,0.258,0.966,0.000,0.000,0.000,-1.000,-0.016,0.021,0.258,0.966,0.000,0.000,-0.001,0.471,0.202,-9.797
167,132.887,57.885,45.962,14.197,-0.016,0.021,0.257,0.966,0.000,0.000,0.000,-1.000,-0.016,0.021,0.257,0.966,0.000,0.000,-0.001,0.471,0.202,-9.797
168,133.655,58.305,46.204,14.223,-0.016,0.021,0.257,0.966,0.000,0.000,0.000,-1.000,-0.016,0.021,0.257,0.966,0.000,0.000,-0.001,0.472,0.202,-9.797
169,134.357,58.688,46.424,14.246,-0.016,0.021,0.256,0.966,0.000,0.000,0.000,-1.000,-0.016,0.021,0.256,0.966,0.000,0.000,-0.001,0.472,0.202,-9.797
170,135.460,59.292,46.770,14.284,-0.016,0.021,0.255,0.966,0.000,0.000,0.000,-1.000,-0.016,0.021,0.255,0.966,0.000,0.000,-0.001,0.472,0.202,-9.797
171,136.228,59.711,47.010,14.310,-0.019,0.031,0.255,0.966,0.000,0.000,0.000,-1.000,-0.019,0.031,0.255,0.966,-0.000,0.090,0.000,0.657,0.202,-9.781
172,136.930,60.090,47.226,14.336,-0.026,0.058,0.254,0.965,0.000,0.000,0.000,-1.000,-0.026,0.058,0.254,0.965,-0.000,0.035,-0.000,1.228,0.202,-9.740
173,137.732,60.521,47.472,14.361,-0.023,0.047,0.255,0.966,0.000,0.000,0.000,-1.000,-0.023,0.047,0.255,0.966,0.000,-0.055,0.000,1.006,0.203,-9.759
174,138.434,60.898,47.686,14.381,-0.021,0.038,0.255,0.966,0.000,0.000,0.000,-1.000,-0.021,0.038,0.255,0.966,0.000,0.006,0.000,0.821,0.203,-9.771
175,139.203,61.309,47.920,14.403,-0.023,0.047,0.255,0.966,0.000,0.000,0.000,-1.000,-0.023,0.047,0.255,0.966,-0.000,0.024,0.000,1.010,0.203,-9.758
176,139.905,61.703,48.144,14.424,-0.023,0.048,0.255,0.966,0.000,0.000,0.000,-1.000,-0.023,0.048,0.255,0.966,-0.000,-0.013,0.000,1.032,0.203,-9.756
177,140.674,62.115,48.378,14.445,-0.022,0.043,0.255,0.966,0.000,0.000,0.000,-1.000,-0.022,0.043,0.255,0.966,-0.000,-0.006,0.000,0.931,0.203,-9.763
178,141.375,62.491,48.592,14.464,-0.022,0.045,0.255,0.966,0.000,0.000,0.000,-1.000,-0.022,0.045,0.255,0.966,-0.000,0.009,0.000,0.959,0.203,-9.761
179,142.144,62.902,48.826,14.485,-0.023,0.047,0.255,0.966,0.000,0.000,0.000,-1.000,-0.023,0.047,0.255,0.966,-0.000,-0.000,0.000,0.999,0.203,-9.758
180,142.880,63.296,49.051,14.504,-0.023,0.045,0.255,0.966,0.000,0.000,0.000,-1.000,-0.023,0.045,0.255,0.966,-0.000,-0.004,0.000,0.970,0.203,-9.760
181,143.647,63.708,49.285,14.524,-0.023,0.045,0.255,0.966,0.000,0.000,0.000,-1.000,-0.023,0.045,0.255,0.966,-0.000,0.002,0.000,0.963,0.203,-9.760
182,144.349,64.084,49.499,14.542,-0.023,0.046,0.255,0.966,0.000,0.000,0.000,-1.000,-0.023,0.046,0.255,0.966,-0.000,0.001,0.000,0.980,0.203,-9.759
183,145.452,64.675,49.835,14.571,-0.023,0.045,0.255,0.966,0.000,0.000,0.000,-1.000,-0.023,0.045,0.255,0.966,-0.000,-0.001,0.000,0.972,0.203,-9.760
184,146.221,65.087,50.070,14.591,-0.023,0.045,0.255,0.966,0.000,0.000,0.000,-1.000,-0.023,0.045,0.255,0.966,-0.000,0.001,0.000,0.971,0.203,-9.760
185,146.922,65.463,50.284,14.609,-0.023,0.045,0.255,0.966,0.000,0.000,0.000,-1.000,-0.023,0.045,0.255,0.966,-0.000,0.000,0.000,0.976,0.203,-9.759
186,147.725,65.893,50.529,14.630,-0.023,0.045,0.255,0.966,0.000,0.000,0.000,-1.000,-0.023,0.045,0.255,0.966,-0.000,-0.000,0.000,0.974,0.203,-9.759
187,148.427,66.269,50.743,14.648,-0.023,0.045,0.255,0.965,0.000,0.000,0.000,-1.000,-0.023,0.045,0.255,0.965,-0.000,0.000,0.000,0.973,0.203,-9.760
188,149.195,66.681,50.978,14.667,-0.023,0.045,0.255,0.965,0.000,0.000,0.000,-1.000,-0.023,0.045,0.255,0.965,-0.000,0.000,0.000,0.974,0.203,-9.759
189,149.899,67.056,51.192,14.685,-0.023,0.045,0.256,0.965,0.000,0.000,0.000,-1.000,-0.023,0.045,0.256,0.965,-0.000,-0.000,0.000,0.974,0.203,-9.759
190,150.666,67.468,51.427,14.705,-0.023,0.045,0.256,0.965,0.000,0.000,0.000,-1.000,-0.023,0.045,0.256,0.965,-0.000,-0.000,0.000,0.973,0.203,-9.759
191,151.402,67.862,51.652,14.724,-0.023,0.045,0.256,0.965,0.000,0.000,0.000,-1.000,-0.023,0.045,0.256,0.965,-0.000,0.000,0.000,0.974,0.203,-9.759
192,152.170,68.273,51.887,14.744,-0.023,0.045,0.256,0.965,0.000,0.000,0.000,-1.000,-0.023,0.045,0.256,0.965,-0.000,-0.000,0.000,0.974,0.203,-9.759
193,152.872,68.667,52.111,14.763,-0.023,0.045,0.256,0.965,0.000,0.000,0.000,-1.000,-0.023,0.045,0.256,0.965,-0.000,-0.000,0.000,0.974,0.203,-9.759
194,153.640,69.079,52.346,14.782,-0.023,0.045,0.256,0.965,0.000,0.000,0.000,-1.000,-0.023,0.045,0.256,0.965,-0.000,0.000,0.000,0.974,0.203,-9.759
195,154.342,69.454,52.561,14.800,-0.023,0.045,0.256,0.965,0.000,0.000,0.000,-1.000,-0.023,0.045,0.256,0.965,-0.000,0.000,0.000,0.974,0.203,-9.759
196,155.445,70.045,52.898,14.829,-0.023,0.045,0.256,0.965,0.000,0.000,0.000,-1.000,-0.023,0.045,0.256,0.965,-0.000,-0.000,0.000,0.974,0.203,-9.759
197,156.247,70.475,53.144,14.849,-0.020,0.037,0.256,0.966,0.000,0.000,0.000,-1.000,-0.020,0.037,0.256,0.966,0.000,-0.079,-0.001,0.812,0.203,-9.778
198,156.949,70.856,53.362,14.865,-0.014,0.012,0.256,0.966,0.000,0.000,0.000,-1.000,-0.014,0.012,0.256,0.966,0.000,-0.032,-0.001,0.305,0.202,-9.797
199,157.718,71.275,53.601,14.887,-0.016,0.021,0.255,0.966,0.000,0.000,0.000,-1.000,-0.016,0.021,0.255,0.966,0.000,0.052,-0.001,0.491,0.202,-9.792
200,158.419,71.658,53.820,14.908,-0.019,0.031,0.255,0.966,0.000,0.000,0.000,-1.000,-0.019,0.031,0.255,0.966,0.000,-0.003,-0.001,0.683,0.202,-9.786
201,159.188,72.079,54.060,14.930,-0.017,0.022,0.255,0.967,0.000,0.000,0.000,-1.000,-0.017,0.022,0.255,0.967,0.000,-0.024,-0.001,0.509,0.202,-9.793
202,159.923,72.482,54.289,14.952,-0.016,0.021,0.254,0.967,0.000,0.000,0.000,-1.000,-0.016,0.021,0.254,0.967,0.000,0.012,-0.001,0.477,0.202,-9.794
203,160.693,72.904,54.528,14.977,-0.017,0.026,0.254,0.967,0.000,0.000,0.000,-1.000,-0.017,0.026,0.254,0.967,0.000,0.006,-0.001,0.578,0.202,-9.791
204,161.393,73.289,54.746,14.999,-0.017,0.025,0.253,0.967,0.000,0.000,0.000,-1.000,-0.017,0.025,0.253,0.967,0.000,-0.009,-0.001,0.554,0.202,-9.792
205,162.162,73.711,54.985,15.023,-0.017,0.023,0.253,0.967,0.000,0.000,0.000,-1.000,-0.017,0.023,0.253,0.967,0.000,0.000,-0.001,0.512,0.202,-9.794
206,162.864,74.097,55.203,15.045,-0.017,0.024,0.253,0.967,0.000,0.000,0.000,-1.000,-0.017,0.024,0.253,0.967,0.000,0.005,-0.001,0.539,0.202,-9.793
207,164.000,74.711,55.542,14.929,-0.015,0.019,0.216,0.976,0.000,0.000,0.000,-1.000,-0.015,0.019,0.216,0.976,0.006,-0.016,-0.099,0.295,0.175,-10.190
208,164.771,75.061,55.715,14.581,-0.014,0.016,0.182,0.983,0.000,0.000,0.000,-1.000,-0.014,0.016,0.182,0.983,0.003,-0.000,-0.085,0.242,0.164,-9.967
209,165.473,75.355,55.842,14.264,-0.015,0.021,0.180,0.983,0.000,0.000,0.000,-1.000,-0.015,0.021,0.180,0.983,0.001,0.011,0.004,0.488,0.202,-9.610
210,166.241,75.679,55.972,14.043,-0.015,0.021,0.181,0.983,0.000,0.000,0.000,-1.000,-0.015,0.021,0.181,0.983,0.000,-0.009,0.002,0.509,0.203,-9.687
211,166.943,76.003,56.098,13.897,-0.014,0.019,0.181,0.983,0.000,0.000,0.000,-1.000,-0.014,0.019,0.181,0.983,0.000,0.001,0.001,0.472,0.204,-9.721
212,167.745,76.405,56.253,13.776,-0.015,0.022,0.182,0.983,0.000,0.000,0.000,-1.000,-0.015,0.022,0.182,0.983,0.000,0.010,0.000,0.525,0.204,-9.741
213,168.446,76.782,56.397,13.697,-0.015,0.024,0.182,0.983,0.000,0.000,0.000,-1.000,-0.015,0.024,0.182,0.983,0.000,0.003,0.000,0.563,0.203,-9.752
214,169.215,77.218,56.564,13.634,-0.015,0.025,0.181,0.983,0.000,0.000,0.000,-1.000,-0.015,0.025,0.181,0.983,0.000,0.001,-0.000,0.562,0.202,-9.761
215,169.917,77.634,56.722,13.591,-0.015,0.026,0.181,0.983,0.000,0.000,0.000,-1.000,-0.015,0.026,0.181,0.983,0.000,0.005,-0.001,0.579,0.202,-9.766
216,170.686,78.104,56.902,13.559,-0.016,0.027,0.181,0.983,0.000,0.000,0.000,-1.000,-0.016,0.027,0.181,0.983,0.000,0.004,-0.001,0.606,0.201,-9.770
217,171.421,78.566,57.078,13.538,-0.016,0.028,0.181,0.983,0.000,0.000,0.000,-1.000,-0.016,0.028,0.181,0.983,0.000,0.000,-0.001,0.606,0.201,-9.773
218,172.189,79.054,57.264,13.526,-0.016,0.028,0.180,0.983,0.000,0.000,0.000,-1.000,-0.016,0.028,0.180,0.983,0.000,-0.000,-0.001,0.596,0.200,-9.777
219,172.891,79.503,57.435,13.521,-0.016,0.028,0.180,0.983,0.000,0.000,0.000,-1.000,-0.016,0.028,0.180,0.983,0.000,0.001,-0.001,0.596,0.200,-9.779
220,173.659,79.996,57.622,13.522,-0.016,0.028,0.180,0.983,0.000,0.000,0.000,-1.000,-0.016,0.028,0.180,0.983,0.000,-0.000,-0.001,0.597,0.200,-9.782
221,174.361,80.446,57.793,13.526,-0.016,0.028,0.179,0.983,0.000,0.000,0.000,-1.000,-0.016,0.028,0.179,0.983,0.000,-0.001,-0.001,0.592,0.200,-9.783
222,175.464,81.152,58.061,13.540,-0.015,0.028,0.179,0.983,0.000,0.000,0.000,-1.000,-0.015,0.028,0.179,0.983,0.000,-0.000,-0.001,0.588,0.200,-9.785
223,176.266,81.665,58.255,13.554,-0.015,0.028,0.178,0.983,0.000,0.000,0.000,-1.000,-0.015,0.028,0.178,0.983,0.000,-0.000,-0.001,0.587,0.200,-9.787
224,176.968,82.113,58.424,13.568,-0.015,0.028,0.178,0.984,0.000,0.000,0.000,-1.000,-0.015,0.028,0.178,0.984,0.000,-0.000,-0.001,0.585,0.200,-9.787
225,177.736,82.604,58.608,13.585,-0.015,0.028,0.178,0.984,0.000,0.000,0.000,-1.000,-0.015,0.028,0.178,0.984,0.000,-0.000,-0.001,0.584,0.200,-9.788
226,178.438,83.072,58.784,13.603,-0.015,0.028,0.177,0.984,0.000,0.000,0.000,-1.000,-0.015,0.028,0.177,0.984,0.000,-0.000,-0.001,0.584,0.200,-9.789
227,179.207,83.562,58.967,13.622,-0.015,0.027,0.177,0.984,0.000,0.000,0.000,-1.000,-0.015,0.027,0.177,0.984,0.000,-0.000,-0.001,0.583,0.200,-9.789
228,179.908,84.010,59.135,13.641,-0.015,0.027,0.176,0.984,0.000,0.000,0.000,-1.000,-0.015,0.027,0.176,0.984,0.000,-0.000,-0.001,0.583,0.200,-9.789
229,180.710,84.521,59.325,13.662,-0.015,0.027,0.176,0.984,0.000,0.000,0.000,-1.000,-0.015,0.027,0.176,0.984,0.000,-0.000,-0.001,0.583,0.200,-9.790
230,181.412,84.968,59.491,13.682,-0.015,0.027,0.175,0.984,0.000,0.000,0.000,-1.000,-0.015,0.027,0.175,0.984,0.000,-0.000,-0.001,0.583,0.200,-9.790
231,182.181,85.457,59.672,13.704,-0.017,0.035,0.175,0.984,0.000,0.000,0.000,-1.000,-0.017,0.035,0.175,0.984,0.000,0.025,-0.001,0.731,0.201,-9.781
232,182.884,85.902,59.837,13.724,-0.017,0.038,0.175,0.984,0.000,0.000,0.000,-1.000,-0.017,0.038,0.175,0.984,0.000,-0.008,-0.001,0.784,0.201,-9.778
233,183.651,86.389,60.017,13.746,-0.016,0.033,0.174,0.984,0.000,0.000,0.000,-1.000,-0.016,0.033,0.174,0.984,0.000,-0.009,-0.001,0.687,0.201,-9.783
234,184.387,86.855,60.188,13.767,-0.016,0.033,0.174,0.984,0.000,0.000,0.000,-1.000,-0.016,0.033,0.174,0.984,0.000,0.008,-0.001,0.698,0.201,-9.783
235,185.155,87.342,60.367,13.788,-0.017,0.035,0.174,0.984,0.000,0.000,0.000,-1.000,-0.017,0.035,0.174,0.984,0.000,0.001,-0.001,0.740,0.201,-9.781
236,185.857,87.787,60.530,13.808,-0.016,0.034,0.173,0.984,0.000,0.000,0.000,-1.000,-0.016,0.034,0.173,0.984,0.000,-0.004,-0.001,0.720,0.201,-9.782
237,186.960,88.487,60.786,13.839,-0.016,0.034,0.173,0.984,0.000,0.000,0.000,-1.000,-0.016,0.034,0.173,0.984,0.000,0.002,-0.001,0.714,0.201,-9.782
238,187.728,88.975,60.964,13.861,-0.016,0.035,0.173,0.984,0.000,0.000,0.000,-1.000,-0.016,0.035,0.173,0.984,0.000,0.000,-0.001,0.725,0.201,-9.781
239,188.464,89.442,61.134,13.881,-0.016,0.034,0.172,0.984,0.000,0.000,0.000,-1.000,-0.016,0.034,0.172,0.984,0.000,-0.001,-0.001,0.718,0.201,-9.782
240,189.232,89.930,61.312,13.903,-0.016,0.034,0.172,0.984,0.000,0.000,0.000,-1.000,-0.016,0.034,0.172,0.984,0.000,0.001,-0.001,0.716,0.201,-9.782
241,189.934,90.376,61.473,13.923,-0.016,0.034,0.172,0.984,0.000,0.000,0.000,-1.000,-0.016,0.034,0.172,0.984,0.000,0.000,-0.001,0.721,0.201,-9.781
242,190.704,90.865,61.651,13.944,-0.016,0.034,0.172,0.984,0.000,0.000,0.000,-1.000,-0.016,0.034,0.172,0.984,0.000,-0.000,-0.001,0.720,0.201,-9.782
243,191.408,91.333,61.820,13.965,-0.016,0.034,0.171,0.984,0.000,0.000,0.000,-1.000,-0.016,0.034,0.171,0.984,0.000,0.000,-0.001,0.719,0.201,-9.782
244,192.180,91.823,61.996,13.986,-0.016,0.034,0.171,0.985,0.000,0.000,0.000,-1.000,-0.016,0.034,0.171,0.985,0.000,0.000,-0.001,0.720,0.201,-9.782
245,192.916,92.291,62.165,14.007,-0.016,0.034,0.171,0.985,0.000,0.000,0.000,-1.000,-0.016,0.034,0.171,0.985,0.000,-0.000,-0.001,0.721,0.201,-9.781
246,193.686,92.781,62.341,14.028,-0.016,0.034,0.170,0.985,0.000,0.000,0.000,-1.000,-0.016,0.034,0.170,0.985,0.000,-0.000,-0.001,0.720,0.201,-9.782
247,194.387,93.229,62.502,14.048,-0.016,0.034,0.170,0.985,0.000,0.000,0.000,-1.000,-0.016,0.034,0.170,0.985,0.000,0.000,-0.001,0.720,0.201,-9.781
248,195.156,93.719,62.677,14.069,-0.016,0.034,0.170,0.985,0.000,0.000,0.000,-1.000,-0.016,0.034,0.170,0.985,0.000,0.000,-0.001,0.721,0.201,-9.781
249,195.857,94.167,62.837,14.089,-0.016,0.034,0.169,0.985,0.000,0.000,0.000,-1.000,-0.016,0.034,0.169,0.985,0.000,0.000,-0.001,0.721,0.201,-9.781
250,196.993,94.893,63.096,14.120,-0.016,0.034,0.169,0.985,0.000,0.000,0.000,-1.000,-0.016,0.034,0.169,0.985,0.000,0.000,-0.001,0.721,0.201,-9.781
251,197.762,95.385,63.271,14.142,-0.016,0.035,0.169,0.985,0.000,0.000,0.000,-1.000,-0.016,0.035,0.169,0.985,0.000,0.000,-0.001,0.721,0.201,-9.781
252,198.464,95.834,63.430,14.161,-0.016,0.035,0.168,0.985,0.000,0.000,0.000,-1.000,-0.016,0.035,0.168,0.985,0.000,0.000,-0.001,0.721,0.201,-9.781
253,199.233,96.326,63.605,14.182,-0.016,0.035,0.168,0.985,0.000,0.000,0.000,-1.000,-0.016,0.035,0.168,0.985,0.000,0.000,-0.001,0.722,0.201,-9.781
254,199.968,96.797,63.771,14.203,-0.016,0.035,0.168,0.985,0.000,0.000,0.000,-1.000,-0.016,0.035,0.168,0.985,0.000,0.000,-0.001,0.722,0.201,-9.781
255,200.741,97.311,63.953,14.225,-0.016,0.035,0.167,0.985,0.000,0.000,0.000,-1.000,-0.016,0.035,0.167,0.985,0.000,0.000,-0.001,0.722,0.201,-9.781
256,201.448,97.761,64.111,14.245,-0.016,0.035,0.167,0.985,0.000,0.000,0.000,-1.000,-0.016,0.035,0.167,0.985,0.000,0.000,-0.001,0.722,0.200,-9.781
257,202.249,98.275,64.292,14.267,-0.016,0.035,0.167,0.985,0.000,0.000,0.000,-1.000,-0.016,0.035,0.167,0.985,0.000,0.000,-0.001,0.722,0.200,-9.781
258,202.918,98.704,64.443,14.285,-0.016,0.035,0.167,0.985,0.000,0.000,0.000,-1.000,-0.016,0.035,0.167,0.985,0.000,0.000,-0.001,0.723,0.200,-9.781
259,203.720,99.220,64.623,14.308,-0.016,0.035,0.166,0.985,0.000,0.000,0.000,-1.000,-0.016,0.035,0.166,0.985,0.000,0.000,-0.001,0.723,0.200,-9.781
260,204.422,99.670,64.781,14.327,-0.016,0.035,0.166,0.985,0.000,0.000,0.000,-1.000,-0.016,0.035,0.166,0.985,0.000,0.000,-0.001,0.723,0.200,-9.781
261,205.192,100.165,64.953,14.348,-0.016,0.035,0.166,0.985,0.000,0.000,0.000,-1.000,-0.016,0.035,0.166,0.985,0.000,0.000,-0.001,0.723,0.200,-9.781
262,205.895,100.616,65.110,14.368,-0.016,0.035,0.165,0.985,0.000,0.000,0.000,-1.000,-0.016,0.035,0.165,0.985,0.000,0.000,-0.001,0.723,0.200,-9.781
263,206.662,101.111,65.282,14.389,-0.016,0.035,0.165,0.986,0.000,0.000,0.000,-1.000,-0.016,0.035,0.165,0.986,0.000,0.000,-0.001,0.724,0.200,-9.781
264,207.402,101.584,65.446,14.409,-0.016,0.035,0.165,0.986,0.000,0.000,0.000,-1.000,-0.016,0.035,0.165,0.986,0.000,0.000,-0.001,0.724,0.200,-9.781
265,208.172,102.101,65.625,14.431,-0.016,0.035,0.165,0.986,0.000,0.000,0.000,-1.000,-0.016,0.035,0.165,0.986,0.000,0.000,-0.001,0.724,0.200,-9.781
266,208.875,102.553,65.782,14.451,-0.016,0.035,0.164,0.986,0.000,0.000,0.000,-1.000,-0.016,0.035,0.164,0.986,0.000,0.000,-0.001,0.724,0.200,-9.781
267,209.676,103.071,65.960,14.473,-0.016,0.035,0.164,0.986,0.000,0.000,0.000,-1.000,-0.016,0.035,0.164,0.986,0.000,0.000,-0.001,0.724,0.200,-9.781
268,210.377,103.524,66.116,14.492,-0.016,0.035,0.164,0.986,0.000,0.000,0.000,-1.000,-0.016,0.035,0.164,0.986,0.000,0.000,-0.001,0.725,0.200,-9.781
269,211.147,104.020,66.286,14.514,-0.016,0.035,0.163,0.986,0.000,0.000,0.000,-1.000,-0.016,0.035,0.163,0.986,0.000,0.000,-0.001,0.725,0.200,-9.781
270,211.849,104.475,66.442,14.532,-0.014,0.025,0.163,0.986,0.000,0.000,0.000,-1.000,-0.014,0.025,0.163,0.986,0.000,-0.039,-0.001,0.532,0.200,-9.793
271,212.952,105.194,66.688,14.563,-0.014,0.023,0.162,0.986,0.000,0.000,0.000,-1.000,-0.014,0.023,0.162,0.986,0.000,0.023,-0.001,0.493,0.200,-9.794
272,213.754,105.718,66.866,14.586,-0.015,0.028,0.162,0.986,0.000,0.000,0.000,-1.000,-0.015,0.028,0.162,0.986,0.000,-0.003,-0.001,0.589,0.200,-9.791
273,214.456,106.178,67.022,14.607,-0.014,0.024,0.161,0.987,0.000,0.000,0.000,-1.000,-0.014,0.024,0.161,0.987,0.000,-0.010,-0.001,0.519,0.200,-9.794
274,215.224,106.682,67.193,14.629,-0.014,0.024,0.161,0.987,0.000,0.000,0.000,-1.000,-0.014,0.024,0.161,0.987,0.000,0.005,-0.001,0.504,0.200,-9.794
275,215.926,107.143,67.348,14.650,-0.015,0.026,0.160,0.987,0.000,0.000,0.000,-1.000,-0.015,0.026,0.160,0.987,0.000,0.004,-0.001,0.544,0.200,-9.793
276,216.729,107.670,67.525,14.674,-0.014,0.025,0.160,0.987,0.000,0.000,0.000,-1.000,-0.014,0.025,0.160,0.987,0.000,-0.004,-0.001,0.535,0.200,-9.793
277,217.431,108.131,67.680,14.695,-0.014,0.025,0.159,0.987,0.000,0.000,0.000,-1.000,-0.014,0.025,0.159,0.987,0.000,-0.000,-0.001,0.519,0.200,-9.794
278,218.199,108.637,67.849,14.719,-0.014,0.025,0.159,0.987,0.000,0.000,0.000,-1.000,-0.014,0.025,0.159,0.987,0.000,0.002,-0.001,0.531,0.200,-9.793
279,218.901,109.099,68.003,14.740,-0.014,0.025,0.158,0.987,0.000,0.000,0.000,-1.000,-0.014,0.025,0.158,0.987,0.000,-0.001,-0.001,0.535,0.200,-9.793
280,219.704,109.628,68.178,14.764,-0.014,0.025,0.157,0.987,0.000,0.000,0.000,-1.000,-0.014,0.025,0.157,0.987,0.000,-0.000,-0.001,0.528,0.200,-9.794
281,220.405,110.113,68.338,14.787,-0.014,0.025,0.157,0.987,0.000,0.000,0.000,-1.000,-0.014,0.025,0.157,0.987,0.000,0.001,-0.001,0.530,0.200,-9.794
282,221.173,110.621,68.505,14.810,-0.014,0.025,0.156,0.987,0.000,0.000,0.000,-1.000,-0.014,0.025,0.156,0.987,0.000,0.000,-0.001,0.533,0.200,-9.793
283,221.877,111.085,68.657,14.831,-0.014,0.025,0.156,0.987,0.000,0.000,0.000,-1.000,-0.014,0.025,0.156,0.987,0.000,-0.000,-0.001,0.531,0.200,-9.794
284,222.679,111.615,68.830,14.856,-0.014,0.025,0.155,0.987,0.000,0.000,0.000,-1.000,-0.014,0.025,0.155,0.987,0.000,0.000,-0.001,0.531,0.200,-9.794
285,223.380,112.080,68.982,14.877,-0.014,0.025,0.155,0.988,0.000,0.000,0.000,-1.000,-0.014,0.025,0.155,0.988,0.000,0.000,-0.001,0.533,0.200,-9.794
286,224.149,112.589,69.147,14.900,-0.014,0.025,0.154,0.988,0.000,0.000,0.000,-1.000,-0.014,0.025,0.154,0.988,0.000,-0.000,-0.001,0.533,0.200,-9.793
287,224.852,113.055,69.298,14.922,-0.014,0.025,0.154,0.988,0.000,0.000,0.000,-1.000,-0.014,0.025,0.154,0.988,0.000,0.000,-0.001,0.533,0.200,-9.793
